Dimension,Gamma,Scale,Nonlinear Factor,Perturbation Magnitude,Quantum Coherence,Stable
32,5,1,3,7.346704069307097e-49,1.0,True
32,5,1,6,0.0,1.0,True
32,5,1,6,2.7669243288715828e-08,0.9999998616537933,True
32,5,1,6,1.749113214591157e-06,0.9999912544721695,True
32,5,1,6,1.9517465920565228e-05,0.9999024174318859,True
32,5,1,6,0.00010654088050818432,0.9994674374592583,True
32,5,1,6,0.00039157807735190457,0.998044025030361,True
32,5,1,6,0.001117126302816677,0.9944299391215221,True
32,5,1,6,0.002668702953544122,0.9867451152754037,True
32,5,1,6,0.005585339083093109,0.9724596499391398,True
32,5,1,6,0.010543753232585738,0.9486467665405859,True
32,5,1,6,0.01831254411940751,0.9125040815563416,True
32,5,1,6,0.02967756728345163,0.8620966976020976,True
32,5,1,6,0.04534471257288544,0.7971411112406233,True
32,5,1,6,0.06583078575047256,0.7195322515205563,True
32,5,1,6,0.09135638750089342,0.6333184280031895,False
32,5,1,6,0.12175601702476771,0.5440141153524063,False
32,5,1,6,0.15641980473820322,0.457444815366824,False
32,5,1,6,0.19427830890332065,0.37855589403766915,False
32,5,1,6,0.23383701970757098,0.310619962819539,False
32,5,1,6,0.2732612022178346,0.2550473636954285,False
32,5,1,6,0.3105052717134826,0.21171243610464466,False
32,5,1,6,0.3434749095455628,0.17953689522830024,False
32,5,1,6,0.37020543245612414,0.15707574114639283,False
32,5,1,6,0.38903720004792425,0.1429606301535353,False
32,5,1,6,0.39876850163982047,0.1361711800062035,False
32,5,1,6,0.3987685016398202,0.13617118000620376,False
32,5,1,6,0.38903720004792425,0.14296063015353522,False
32,5,1,6,0.37020543245612414,0.15707574114639283,False
32,5,1,6,0.34347490954556303,0.17953689522830008,False
32,5,1,6,0.3105052717134828,0.21171243610464432,False
32,5,1,6,0.27326120221783484,0.25504736369542824,False
32,5,1,6,0.23383701970757148,0.3106199628195383,False
32,5,1,6,0.19427830890332096,0.3785558940376686,False
32,5,1,6,0.15641980473820336,0.45744481536682363,False
32,5,1,6,0.1217560170247679,0.5440141153524058,False
32,5,1,6,0.09135638750089366,0.6333184280031887,False
32,5,1,6,0.06583078575047267,0.7195322515205558,True
32,5,1,6,0.04534471257288549,0.797141111240623,True
32,5,1,6,0.029677567283451656,0.8620966976020975,True
32,5,1,6,0.018312544119407633,0.912504081556341,True
32,5,1,6,0.010543753232585789,0.9486467665405856,True
32,5,1,6,0.005585339083093128,0.9724596499391398,True
32,5,1,6,0.002668702953544124,0.9867451152754038,True
32,5,1,6,0.001117126302816683,0.9944299391215221,True
32,5,1,6,0.0003915780773519096,0.9980440250303609,True
32,5,1,6,0.00010654088050818544,0.999467437459258,True
32,5,1,6,1.9517465920565363e-05,0.9999024174318858,True
32,5,1,6,1.7491132145911619e-06,0.9999912544721695,True
32,5,1,6,2.7669243288716655e-08,0.9999998616537933,True
32,5,1,6,1.3493515170493363e-96,1.0,True
32,5,2,1,0.0,1.0,True
32,5,2,1,0.0511508646738024,0.7743321807474071,True
32,5,2,1,0.10146183356380296,0.6021135875589994,False
32,5,2,1,0.15010680195174966,0.4721143717316974,False
32,5,2,1,0.19628702080157512,0.3747728746854404,False
32,5,2,1,0.2392442121964863,0.30233455976691403,False
32,5,2,1,0.27827302024139455,0.2487355236031997,False
32,5,2,1,0.312732592987212,0.20936775815109315,False
32,5,2,1,0.34205710520213845,0.18081415810073498,False
32,5,2,1,0.3657650492063249,0.16060212498297716,False
32,5,2,1,0.3834671412146643,0.14699808697356959,False
32,5,2,1,0.39487271336578006,0.1388496526533339,False
32,5,2,1,0.39979448648027527,0.13547442086303263,False
32,5,2,1,0.39815164517967927,0.13659181871737466,False
32,5,2,1,0.38997116487272954,0.14229458552009017,False
32,5,2,1,0.37538736881990425,0.15305822964187712,False
32,5,2,1,0.35463972254920006,0.16978902997691694,False
32,5,2,1,0.32806890183878246,0.19391322589297974,False
32,5,2,1,0.2961111988301263,0.22751115833884997,False
32,5,2,1,0.2592913581231153,0.2734991429903301,False
32,5,2,1,0.2182139604842196,0.3358570008152216,False
32,5,2,1,0.17355349564702327,0.4198879125365624,False
32,5,2,1,0.12604328720944855,0.5324765414163083,False
32,5,2,1,0.07646345148054902,0.6822785609411264,False
32,5,2,1,0.025628087992285293,0.879729821246452,True
32,5,2,1,0.025628087992285192,0.8797298212464525,True
32,5,2,1,0.07646345148054877,0.6822785609411272,False
32,5,2,1,0.1260432872094481,0.5324765414163095,False
32,5,2,1,0.17355349564702321,0.4198879125365625,False
32,5,2,1,0.21821396048421937,0.335857000815222,False
32,5,2,1,0.25929135812311516,0.27349914299033046,False
32,5,2,1,0.2961111988301261,0.22751115833885033,False
32,5,2,1,0.32806890183878235,0.1939132258929798,False
32,5,2,1,0.35463972254919995,0.16978902997691708,False
32,5,2,1,0.3753873688199041,0.1530582296418772,False
32,5,2,1,0.3899711648727294,0.14229458552009028,False
32,5,2,1,0.39815164517967916,0.13659181871737477,False
32,5,2,1,0.39979448648027527,0.13547442086303257,False
32,5,2,1,0.39487271336578006,0.1388496526533339,False
32,5,2,1,0.38346714121466446,0.14699808697356953,False
32,5,2,1,0.36576504920632513,0.160602124982977,False
32,5,2,1,0.3420571052021386,0.18081415810073478,False
32,5,2,1,0.312732592987212,0.20936775815109313,False
32,5,2,1,0.2782730202413948,0.24873552360319937,False
32,5,2,1,0.23924421219648676,0.30233455976691337,False
32,5,2,1,0.19628702080157545,0.37477287468543974,False
32,5,2,1,0.15010680195174986,0.472114371731697,False
32,5,2,1,0.101461833563803,0.6021135875589991,False
32,5,2,1,0.05115086467380266,0.7743321807474061,True
32,5,2,1,9.797174393178826e-17,0.9999999999999996,True
32,5,2,3,0.0,1.0,True
32,5,2,3,0.0008364480174143894,0.995826493299719,True
32,5,2,3,0.006528120112503578,0.9678863548980662,True
32,5,2,3,0.021138839162230996,0.8996997379605319,True
32,5,2,3,0.04726664398111255,0.789517547133198,True
32,5,2,3,0.08558631694238866,0.6518560101899199,False
32,5,2,3,0.13467696547351435,0.5099794606206642,False
32,5,2,3,0.19116107082865322,0.3845023592581628,False
32,5,2,3,0.2501358069035325,0.28631031625064235,False
32,5,2,3,0.3058346087071056,0.2167148069460115,False
32,5,2,3,0.35242319544177714,0.17168120569413703,False
32,5,2,3,0.384814465661635,0.14601114445429825,False
32,5,2,3,0.3993837761551265,0.13575291042872523,False
32,5,2,3,0.39448051918842547,0.1391221999211164,False
32,5,2,3,0.3706615219013503,0.15671794632935962,False
32,5,2,3,0.3306122818153221,0.19146286433718193,False
32,5,2,3,0.27876750808035067,0.2481212997739373,False
32,5,2,3,0.2206862179881362,0.3317309301744287,False
32,5,2,3,0.16227234607347327,0.44425270175013487,False
32,5,2,3,0.10895424229180184,0.5799744596722957,False
32,5,2,3,0.06494229202171968,0.7227358616862244,True
32,5,2,3,0.03267233051708509,0.8492839871181652,True
32,5,2,3,0.012515239947390695,0.9393414825124334,True
32,5,2,3,0.0027940984893568346,0.986126642017925,True
32,5,2,3,0.00010520312407664832,0.999474122701579,True
32,5,2,3,0.0001052031240766471,0.999474122701579,True
32,5,2,3,0.002794098489356807,0.9861266420179251,True
32,5,2,3,0.01251523994739057,0.9393414825124341,True
32,5,2,3,0.032672330517085055,0.8492839871181654,True
32,5,2,3,0.06494229202171949,0.7227358616862252,True
32,5,2,3,0.10895424229180162,0.5799744596722963,False
32,5,2,3,0.16227234607347282,0.44425270175013587,False
32,5,2,3,0.22068621798813592,0.3317309301744291,False
32,5,2,3,0.27876750808035045,0.24812129977393757,False
32,5,2,3,0.3306122818153217,0.19146286433718235,False
32,5,2,3,0.37066152190135,0.15671794632935993,False
32,5,2,3,0.3944805191884252,0.1391221999211166,False
32,5,2,3,0.3993837761551265,0.13575291042872517,False
32,5,2,3,0.384814465661635,0.14601114445429825,False
32,5,2,3,0.3524231954417776,0.17168120569413667,False
32,5,2,3,0.30583460870710605,0.21671480694601097,False
32,5,2,3,0.2501358069035328,0.28631031625064185,False
32,5,2,3,0.1911610708286533,0.3845023592581627,False
32,5,2,3,0.13467696547351468,0.5099794606206633,False
32,5,2,3,0.08558631694238913,0.6518560101899185,False
32,5,2,3,0.04726664398111278,0.789517547133197,True
32,5,2,3,0.02113883916223107,0.8996997379605315,True
32,5,2,3,0.0065281201125035855,0.9678863548980661,True
32,5,2,3,0.000836448017414402,0.9958264932997188,True
32,5,2,3,5.877363255445678e-48,1.0,True
32,5,2,6,0.0,1.0,True
32,5,2,6,1.749113214591157e-06,0.9999912544721694,True
32,5,2,6,0.00010654088050818432,0.9994674374592581,True
32,5,2,6,0.001117126302816677,0.994429939121522,True
32,5,2,6,0.005585339083093109,0.9724596499391399,True
32,5,2,6,0.01831254411940751,0.9125040815563416,True
32,5,2,6,0.04534471257288544,0.7971411112406233,True
32,5,2,6,0.09135638750089342,0.6333184280031895,False
32,5,2,6,0.15641980473820322,0.4574448153668241,False
32,5,2,6,0.23383701970757098,0.31061996281953896,False
32,5,2,6,0.3105052717134826,0.21171243610464455,False
32,5,2,6,0.37020543245612414,0.1570757411463928,False
32,5,2,6,0.39876850163982047,0.1361711800062035,False
32,5,2,6,0.38903720004792425,0.14296063015353522,False
32,5,2,6,0.34347490954556303,0.17953689522830008,False
32,5,2,6,0.27326120221783484,0.25504736369542824,False
32,5,2,6,0.19427830890332096,0.37855589403766854,False
32,5,2,6,0.1217560170247679,0.5440141153524058,False
32,5,2,6,0.06583078575047267,0.7195322515205558,True
32,5,2,6,0.029677567283451656,0.8620966976020976,True
32,5,2,6,0.010543753232585789,0.9486467665405857,True
32,5,2,6,0.002668702953544124,0.9867451152754037,True
32,5,2,6,0.0003915780773519096,0.9980440250303609,True
32,5,2,6,1.9517465920565363e-05,0.9999024174318858,True
32,5,2,6,2.7669243288716655e-08,0.9999998616537932,True
32,5,2,6,2.766924328871601e-08,0.9999998616537932,True
32,5,2,6,1.951746592056497e-05,0.9999024174318858,True
32,5,2,6,0.0003915780773519017,0.9980440250303609,True
32,5,2,6,0.0026687029535441176,0.9867451152754038,True
32,5,2,6,0.010543753232585724,0.9486467665405859,True
32,5,2,6,0.029677567283451535,0.8620966976020981,True
32,5,2,6,0.06583078575047233,0.7195322515205571,True
32,5,2,6,0.12175601702476763,0.5440141153524066,False
32,5,2,6,0.19427830890332065,0.37855589403766915,False
32,5,2,6,0.27326120221783423,0.255047363695429,False
32,5,2,6,0.3434749095455623,0.1795368952283007,False
32,5,2,6,0.3890372000479237,0.14296063015353563,False
32,5,2,6,0.39876850163982047,0.13617118000620357,False
32,5,2,6,0.37020543245612414,0.15707574114639286,False
32,5,2,6,0.3105052717134834,0.21171243610464371,False
32,5,2,6,0.23383701970757165,0.310619962819538,False
32,5,2,6,0.1564198047382036,0.45744481536682313,False
32,5,2,6,0.0913563875008935,0.6333184280031892,False
32,5,2,6,0.045344712572885665,0.7971411112406223,True
32,5,2,6,0.018312544119407716,0.9125040815563406,True
32,5,2,6,0.0055853390830931625,0.9724596499391397,True
32,5,2,6,0.0011171263028166849,0.9944299391215221,True
32,5,2,6,0.0001065408805081846,0.9994674374592581,True
32,5,2,6,1.7491132145912095e-06,0.9999912544721694,True
32,5,2,6,8.635849709115752e-95,1.0,True
32,5,4,1,0.0,1.0,True
32,5,4,1,0.10146183356380296,0.6021135875589992,False
32,5,4,1,0.19628702080157512,0.3747728746854404,False
32,5,4,1,0.27827302024139455,0.24873552360319964,False
32,5,4,1,0.34205710520213845,0.18081415810073498,False
32,5,4,1,0.3834671412146643,0.14699808697356959,False
32,5,4,1,0.39979448648027527,0.13547442086303263,False
32,5,4,1,0.38997116487272954,0.14229458552009017,False
32,5,4,1,0.35463972254920006,0.16978902997691694,False
32,5,4,1,0.2961111988301263,0.22751115833884997,False
32,5,4,1,0.2182139604842196,0.3358570008152216,False
32,5,4,1,0.12604328720944855,0.5324765414163084,False
32,5,4,1,0.025628087992285293,0.8797298212464522,True
32,5,4,1,0.07646345148054877,0.6822785609411272,False
32,5,4,1,0.17355349564702321,0.4198879125365625,False
32,5,4,1,0.25929135812311516,0.2734991429903305,False
32,5,4,1,0.32806890183878235,0.1939132258929798,False
32,5,4,1,0.3753873688199041,0.1530582296418773,False
32,5,4,1,0.39815164517967916,0.13659181871737477,False
32,5,4,1,0.39487271336578006,0.1388496526533339,False
32,5,4,1,0.36576504920632513,0.160602124982977,False
32,5,4,1,0.312732592987212,0.20936775815109315,False
32,5,4,1,0.23924421219648676,0.30233455976691337,False
32,5,4,1,0.15010680195174986,0.472114371731697,False
32,5,4,1,0.05115086467380266,0.7743321807474061,True
32,5,4,1,0.051150864673802456,0.7743321807474068,True
32,5,4,1,0.15010680195174936,0.4721143717316981,False
32,5,4,1,0.23924421219648606,0.30233455976691437,False
32,5,4,1,0.31273259298721195,0.2093677581510932,False
32,5,4,1,0.3657650492063249,0.16060212498297716,False
32,5,4,1,0.39487271336577995,0.13884965265333404,False
32,5,4,1,0.3981516451796793,0.13659181871737464,False
32,5,4,1,0.3753873688199043,0.15305822964187707,False
32,5,4,1,0.3280689018387824,0.1939132258929798,False
32,5,4,1,0.2592913581231157,0.2734991429903296,False
32,5,4,1,0.17355349564702405,0.41988791253656077,False
32,5,4,1,0.07646345148054948,0.6822785609411248,False
32,5,4,1,0.02562808799228493,0.8797298212464537,True
32,5,4,1,0.12604328720944832,0.532476541416309,False
32,5,4,1,0.21821396048421857,0.33585700081522335,False
32,5,4,1,0.29611119883012577,0.22751115833885052,False
32,5,4,1,0.35463972254919973,0.16978902997691722,False
32,5,4,1,0.3899711648727295,0.14229458552009017,False
32,5,4,1,0.39979448648027527,0.13547442086303257,False
32,5,4,1,0.38346714121466463,0.1469980869735694,False
32,5,4,1,0.34205710520213883,0.18081415810073467,False
32,5,4,1,0.27827302024139483,0.2487355236031993,False
32,5,4,1,0.1962870208015752,0.3747728746854402,False
32,5,4,1,0.10146183356380345,0.6021135875589978,False
32,5,4,1,1.9594348786357652e-16,0.9999999999999991,True
32,5,4,3,0.0,1.0,True
32,5,4,3,0.006528120112503578,0.9678863548980662,True
32,5,4,3,0.04726664398111255,0.7895175471331979,True
32,5,4,3,0.13467696547351435,0.5099794606206642,False
32,5,4,3,0.2501358069035325,0.28631031625064235,False
32,5,4,3,0.35242319544177714,0.17168120569413708,False
32,5,4,3,0.3993837761551265,0.13575291042872517,False
32,5,4,3,0.3706615219013503,0.1567179463293596,False
32,5,4,3,0.27876750808035067,0.24812129977393724,False
32,5,4,3,0.16227234607347327,0.44425270175013487,False
32,5,4,3,0.06494229202171968,0.7227358616862244,True
32,5,4,3,0.012515239947390695,0.9393414825124334,True
32,5,4,3,0.00010520312407664832,0.9994741227015791,True
32,5,4,3,0.002794098489356807,0.9861266420179252,True
32,5,4,3,0.032672330517085055,0.8492839871181654,True
32,5,4,3,0.10895424229180162,0.5799744596722964,False
32,5,4,3,0.22068621798813592,0.3317309301744291,False
32,5,4,3,0.3306122818153217,0.19146286433718232,False
32,5,4,3,0.3944805191884252,0.1391221999211166,False
32,5,4,3,0.384814465661635,0.14601114445429825,False
32,5,4,3,0.30583460870710605,0.21671480694601097,False
32,5,4,3,0.1911610708286533,0.3845023592581627,False
32,5,4,3,0.08558631694238913,0.6518560101899183,False
32,5,4,3,0.02113883916223107,0.8996997379605316,True
32,5,4,3,0.000836448017414402,0.9958264932997188,True
32,5,4,3,0.0008364480174143922,0.9958264932997188,True
32,5,4,3,0.02113883916223086,0.8996997379605324,True
32,5,4,3,0.08558631694238839,0.6518560101899208,False
32,5,4,3,0.19116107082865313,0.38450235925816306,False
32,5,4,3,0.30583460870710555,0.21671480694601156,False
32,5,4,3,0.38481446566163474,0.14601114445429844,False
32,5,4,3,0.3944805191884256,0.13912219992111635,False
32,5,4,3,0.3306122818153223,0.19146286433718168,False
32,5,4,3,0.22068621798813612,0.3317309301744289,False
32,5,4,3,0.10895424229180228,0.5799744596722944,False
32,5,4,3,0.03267233051708551,0.8492839871181634,True
32,5,4,3,0.0027940984893568845,0.9861266420179248,True
32,5,4,3,0.0001052031240766438,0.9994741227015791,True
32,5,4,3,0.012515239947390636,0.9393414825124337,True
32,5,4,3,0.06494229202171876,0.7227358616862277,True
32,5,4,3,0.1622723460734723,0.44425270175013704,False
32,5,4,3,0.27876750808034995,0.2481212997739382,False
32,5,4,3,0.3706615219013501,0.15671794632935973,False
32,5,4,3,0.3993837761551265,0.13575291042872523,False
32,5,4,3,0.35242319544177797,0.17168120569413642,False
32,5,4,3,0.25013580690353326,0.28631031625064113,False
32,5,4,3,0.13467696547351474,0.5099794606206632,False
32,5,4,3,0.047266643981112605,0.7895175471331978,True
32,5,4,3,0.006528120112503671,0.9678863548980657,True
32,5,4,3,4.701890604356542e-47,1.0,True
32,5,4,6,0.0,1.0,True
32,5,4,6,0.00010654088050818432,0.999467437459258,True
32,5,4,6,0.005585339083093109,0.97245964993914,True
32,5,4,6,0.04534471257288544,0.7971411112406233,True
32,5,4,6,0.15641980473820322,0.4574448153668241,False
32,5,4,6,0.3105052717134826,0.21171243610464455,False
32,5,4,6,0.39876850163982047,0.13617118000620357,False
32,5,4,6,0.34347490954556303,0.1795368952283,False
32,5,4,6,0.19427830890332096,0.3785558940376685,False
32,5,4,6,0.06583078575047267,0.7195322515205558,True
32,5,4,6,0.010543753232585789,0.9486467665405857,True
32,5,4,6,0.0003915780773519096,0.9980440250303608,True
32,5,4,6,2.7669243288716655e-08,0.9999998616537932,True
32,5,4,6,1.951746592056497e-05,0.9999024174318858,True
32,5,4,6,0.0026687029535441176,0.9867451152754038,True
32,5,4,6,0.029677567283451535,0.8620966976020981,True
32,5,4,6,0.12175601702476763,0.5440141153524066,False
32,5,4,6,0.27326120221783423,0.25504736369542896,False
32,5,4,6,0.3890372000479237,0.14296063015353563,False
32,5,4,6,0.37020543245612414,0.15707574114639283,False
32,5,4,6,0.23383701970757165,0.310619962819538,False
32,5,4,6,0.0913563875008935,0.6333184280031892,False
32,5,4,6,0.018312544119407716,0.9125040815563406,True
32,5,4,6,0.0011171263028166849,0.994429939121522,True
32,5,4,6,1.7491132145912095e-06,0.9999912544721695,True
32,5,4,6,1.7491132145911686e-06,0.9999912544721695,True
32,5,4,6,0.0011171263028166632,0.9944299391215222,True
32,5,4,6,0.01831254411940739,0.9125040815563421,True
32,5,4,6,0.09135638750089335,0.6333184280031897,False
32,5,4,6,0.23383701970757081,0.3106199628195393,False
32,5,4,6,0.3702054324561236,0.15707574114639325,False
32,5,4,6,0.3890372000479245,0.14296063015353505,False
32,5,4,6,0.27326120221783523,0.2550473636954278,False
32,5,4,6,0.12175601702476782,0.5440141153524061,False
32,5,4,6,0.029677567283451903,0.8620966976020965,True
32,5,4,6,0.0026687029535441935,0.9867451152754034,True
32,5,4,6,1.951746592056606e-05,0.9999024174318858,True
32,5,4,6,2.7669243288714283e-08,0.9999998616537932,True
32,5,4,6,0.00039157807735190587,0.998044025030361,True
32,5,4,6,0.010543753232585494,0.948646766540587,True
32,5,4,6,0.06583078575047191,0.7195322515205586,True
32,5,4,6,0.19427830890331993,0.3785558940376704,False
32,5,4,6,0.34347490954556253,0.17953689522830052,False
32,5,4,6,0.39876850163982047,0.13617118000620357,False
32,5,4,6,0.3105052717134841,0.21171243610464296,False
32,5,4,6,0.1564198047382042,0.4574448153668218,False
32,5,4,6,0.045344712572885706,0.7971411112406221,True
32,5,4,6,0.005585339083093121,0.9724596499391399,True
32,5,4,6,0.00010654088050818739,0.9994674374592581,True
32,5,4,6,5.5269438138340816e-93,1.0,True
32,10,1,1,0.0,1.0,True
32,10,1,1,0.025628087992285165,0.7739245583903155,True
32,10,1,1,0.0511508646738024,0.5995903261410351,False
32,10,1,1,0.07646345148054894,0.4655040347198946,False
32,10,1,1,0.10146183356380296,0.3625407723231689,False
32,10,1,1,0.12604328720944827,0.28353126715867444,False
32,10,1,1,0.15010680195174966,0.22289197999561544,False
32,10,1,1,0.17355349564702327,0.17630585909431185,False
32,10,1,1,0.19628702080157512,0.14045470759998877,False
32,10,1,1,0.2182139604842194,0.112799924996596,False
32,10,1,1,0.2392442121964863,0.09140618602945373,False
32,10,1,1,0.25929135812311527,0.07480178121644511,False
32,10,1,1,0.27827302024139455,0.06186936070215788,False
32,10,1,1,0.29611119883012627,0.05176132716868529,False
32,10,1,1,0.312732592987212,0.043834858153214654,False
32,10,1,1,0.32806890183878235,0.03760233917622183,False
32,10,1,1,0.34205710520213845,0.03269375976967758,False
32,10,1,1,0.35463972254919995,0.028828314700502438,False
32,10,1,1,0.3657650492063249,0.025793042549047816,False
32,10,1,1,0.3753873688199042,0.0234268216611056,False
32,10,1,1,0.3834671412146643,0.021608437573889153,False
32,10,1,1,0.38997116487272954,0.020247749068334264,False
32,10,1,1,0.39487271336578006,0.019279226041951477,False
32,10,1,1,0.39815164517967927,0.01865732494052015,False
32,10,1,1,0.39979448648027527,0.018353318708174093,False
32,10,1,1,0.3997944864802752,0.0183533187081741,False
32,10,1,1,0.39815164517967927,0.018657324940520165,False
32,10,1,1,0.39487271336578006,0.019279226041951477,False
32,10,1,1,0.38997116487272954,0.020247749068334254,False
32,10,1,1,0.38346714121466435,0.021608437573889114,False
32,10,1,1,0.37538736881990425,0.02342682166110559,False
32,10,1,1,0.3657650492063251,0.02579304254904777,False
32,10,1,1,0.35463972254920006,0.028828314700502386,False
32,10,1,1,0.3420571052021385,0.03269375976967758,False
32,10,1,1,0.32806890183878246,0.03760233917622179,False
32,10,1,1,0.3127325929872121,0.04383485815321458,False
32,10,1,1,0.2961111988301263,0.05176132716868527,False
32,10,1,1,0.2782730202413946,0.06186936070215785,False
32,10,1,1,0.2592913581231153,0.07480178121644507,False
32,10,1,1,0.2392442121964866,0.09140618602945348,False
32,10,1,1,0.2182139604842196,0.11279992499659575,False
32,10,1,1,0.19628702080157523,0.1404547075999886,False
32,10,1,1,0.17355349564702327,0.1763058590943119,False
32,10,1,1,0.1501068019517498,0.22289197999561514,False
32,10,1,1,0.12604328720944855,0.2835312671586736,False
32,10,1,1,0.10146183356380314,0.3625407723231681,False
32,10,1,1,0.07646345148054902,0.4655040347198943,False
32,10,1,1,0.05115086467380242,0.599590326141035,False
32,10,1,1,0.025628087992285293,0.7739245583903145,True
32,10,1,1,4.898587196589413e-17,0.9999999999999996,True
32,10,1,3,0.0,1.0,True
32,10,1,3,0.00010520312407664675,0.998948521950091,True
32,10,1,3,0.0008364480174143894,0.9916704047576153,True
32,10,1,3,0.002794098489356825,0.9724457540975487,True
32,10,1,3,0.006528120112503578,0.9368039959978652,True
32,10,1,3,0.012515239947390615,0.882362420768657,True
32,10,1,3,0.021138839162230996,0.8094596184862499,True
32,10,1,3,0.032672330517085076,0.7212832907753282,True
32,10,1,3,0.04726664398111255,0.6233379572312214,False
32,10,1,3,0.06494229202171951,0.5223471257673299,False
32,10,1,3,0.08558631694238866,0.42491625802072097,False
32,10,1,3,0.1089542422918018,0.33637037387217156,False
32,10,1,3,0.13467696547351435,0.2600790502549436,False
32,10,1,3,0.16227234607347313,0.1973604630122945,False
32,10,1,3,0.19116107082865322,0.1478420642750933,False
32,10,1,3,0.22068621798813604,0.11004541003439192,False
32,10,1,3,0.2501358069035325,0.08197359719154283,False
32,10,1,3,0.27876750808035045,0.06156417940150816,False
32,10,1,3,0.3058346087071056,0.04696530754964706,False
32,10,1,3,0.330612281815322,0.036658028420198156,False
32,10,1,3,0.35242319544177714,0.029474436388592623,False
32,10,1,3,0.3706615219013502,0.024560514701692064,False
32,10,1,3,0.384814465661635,0.02131925430485395,False
32,10,1,3,0.39448051918842547,0.01935498651089108,False
32,10,1,3,0.3993837761551265,0.01842885268986949,False
32,10,1,3,0.3993837761551264,0.018428852689869508,False
32,10,1,3,0.39448051918842547,0.019354986510891098,False
32,10,1,3,0.384814465661635,0.02131925430485395,False
32,10,1,3,0.3706615219013503,0.024560514701692043,False
32,10,1,3,0.35242319544177725,0.02947443638859257,False
32,10,1,3,0.3306122818153221,0.03665802842019813,False
32,10,1,3,0.305834608707106,0.046965307549646854,False
32,10,1,3,0.27876750808035067,0.061564179401508046,False
32,10,1,3,0.2501358069035326,0.08197359719154272,False
32,10,1,3,0.2206862179881362,0.11004541003439171,False
32,10,1,3,0.19116107082865347,0.14784206427509292,False
32,10,1,3,0.16227234607347327,0.19736046301229437,False
32,10,1,3,0.13467696547351443,0.2600790502549433,False
32,10,1,3,0.10895424229180184,0.3363703738721714,False
32,10,1,3,0.08558631694238894,0.42491625802071975,False
32,10,1,3,0.06494229202171968,0.5223471257673291,False
32,10,1,3,0.04726664398111263,0.6233379572312209,False
32,10,1,3,0.03267233051708509,0.7212832907753278,True
32,10,1,3,0.02113883916223105,0.8094596184862493,True
32,10,1,3,0.012515239947390695,0.8823624207686562,True
32,10,1,3,0.006528120112503612,0.9368039959978648,True
32,10,1,3,0.0027940984893568346,0.9724457540975486,True
32,10,1,3,0.0008364480174143905,0.9916704047576149,True
32,10,1,3,0.00010520312407664832,0.9989485219500911,True
32,10,1,3,7.346704069307097e-49,1.0,True
32,10,1,6,0.0,1.0,True
32,10,1,6,2.7669243288715828e-08,0.9999997233076054,True
32,10,1,6,1.749113214591157e-06,0.9999825090208232,True
32,10,1,6,1.9517465920565228e-05,0.9998048443861292,True
32,10,1,6,0.00010654088050818432,0.9989351585413762,True
32,10,1,6,0.00039157807735190457,0.9960918758988039,True
32,10,1,6,0.001117126302816677,0.9888909038212339,True
32,10,1,6,0.002668702953544122,0.9736659225198695,True
32,10,1,6,0.005585339083093109,0.9456777707597545,True
32,10,1,6,0.010543753232585738,0.8999306876679086,True
32,10,1,6,0.01831254411940751,0.8326636988569823,True
32,10,1,6,0.02967756728345163,0.7432107160164427,True
32,10,1,6,0.04534471257288544,0.6354339512299358,False
32,10,1,6,0.06583078575047256,0.5177266609782409,False
32,10,1,6,0.09135638750089342,0.40109223124843113,False
32,10,1,6,0.12175601702476771,0.29595135770266123,False
32,10,1,6,0.15641980473820322,0.20925575910598768,False
32,10,1,6,0.19427830890332065,0.1433045649106589,False
32,10,1,6,0.23383701970757098,0.0964847613020118,False
32,10,1,6,0.2732612022178346,0.06504915772798818,False
32,10,1,6,0.3105052717134826,0.04482215560136325,False
32,10,1,6,0.3434749095455628,0.032233496748217655,False
32,10,1,6,0.37020543245612414,0.024672788456688598,False
32,10,1,6,0.38903720004792425,0.02043774177389589,False
32,10,1,6,0.39876850163982047,0.018542590264281896,False
32,10,1,6,0.3987685016398202,0.018542590264281955,False
32,10,1,6,0.38903720004792425,0.02043774177389589,False
32,10,1,6,0.37020543245612414,0.024672788456688598,False
32,10,1,6,0.34347490954556303,0.0322334967482176,False
32,10,1,6,0.3105052717134828,0.044822155601363114,False
32,10,1,6,0.27326120221783484,0.06504915772798804,False
32,10,1,6,0.23383701970757148,0.09648476130201133,False
32,10,1,6,0.19427830890332096,0.1433045649106585,False
32,10,1,6,0.15641980473820336,0.2092557591059875,False
32,10,1,6,0.1217560170247679,0.2959513577026606,False
32,10,1,6,0.09135638750089366,0.4010922312484301,False
32,10,1,6,0.06583078575047267,0.5177266609782403,False
32,10,1,6,0.04534471257288549,0.6354339512299354,False
32,10,1,6,0.029677567283451656,0.7432107160164425,True
32,10,1,6,0.018312544119407633,0.8326636988569814,True
32,10,1,6,0.010543753232585789,0.8999306876679084,True
32,10,1,6,0.005585339083093128,0.9456777707597542,True
32,10,1,6,0.002668702953544124,0.9736659225198697,True
32,10,1,6,0.001117126302816683,0.9888909038212338,True
32,10,1,6,0.0003915780773519096,0.9960918758988038,True
32,10,1,6,0.00010654088050818544,0.9989351585413759,True
32,10,1,6,1.9517465920565363e-05,0.999804844386129,True
32,10,1,6,1.7491132145911619e-06,0.999982509020823,True
32,10,1,6,2.7669243288716655e-08,0.9999997233076054,True
