# n_ref_cm3=7.855000
# v_ref_kms=429.000000
# u_scale=0.050000
# kn_regime=Kinetic
# kn_max=227080198.00
x,y,z,rho,ux,uy,uz,bx,by,bz
16,0,1,0.74156588,0.05145688,0.00000000,0.00000000,2.79595568e-3,-1.77075199e-4,0.00000000e0
17,0,1,0.77466582,0.05116550,0.00000000,0.00000000,2.47834513e-3,-1.47988515e-4,0.00000000e0
18,0,1,0.82495226,0.05116550,0.00000000,0.00000000,2.21185845e-3,-1.24962114e-4,0.00000000e0
19,0,1,0.78548695,0.04825175,0.00000000,0.00000000,1.98609148e-3,-1.06621745e-4,0.00000000e0
20,0,1,0.89815404,0.04801865,0.00000000,0.00000000,1.79317150e-3,-9.16542994e-5,0.00000000e0
21,0,1,1.04837683,0.04778555,0.00000000,0.00000000,1.62702477e-3,-7.93873320e-5,0.00000000e0
22,0,1,1.15340547,0.04731935,0.00000000,0.00000000,1.48292133e-3,-6.92466223e-5,0.00000000e0
23,0,1,1.34436665,0.04755245,0.00000000,0.00000000,1.35713232e-3,-6.07581795e-5,0.00000000e0
0,1,1,1.29344367,0.05221445,0.00000000,0.00000000,2.88000000e0,-7.34141571e-5,0.00000000e0
1,1,1,1.07829408,0.05122378,0.00000000,0.00000000,7.20000000e-1,-3.74169993e-5,0.00000000e0
2,1,1,1.39338001,0.05151515,0.00000000,0.00000000,1.80000000e-1,-1.86026824e-5,0.00000000e0
3,1,1,1.42202419,0.05034965,0.00000000,0.00000000,8.00000000e-2,-1.26888667e-5,0.00000000e0
4,1,1,1.04201146,0.04935897,0.00000000,0.00000000,4.50000000e-2,-9.70765714e-6,0.00000000e0
5,1,1,0.88669637,0.05040793,0.00000000,0.00000000,2.88000000e-2,-7.60451847e-6,0.00000000e0
6,1,1,0.95035010,0.04930070,0.00000000,0.00000000,2.00000000e-2,-6.47942128e-6,0.00000000e0
7,1,1,1.02227880,0.05005828,0.00000000,0.00000000,1.46938776e-2,-5.46973930e-6,0.00000000e0
8,1,1,1.00000000,0.04982517,0.00000000,0.00000000,1.12500000e-2,-4.80841263e-6,0.00000000e0
9,1,1,0.91215786,0.05099068,0.00000000,0.00000000,8.88888889e-3,-4.17644983e-6,0.00000000e0
10,1,1,1.04519414,0.05099068,0.00000000,0.00000000,7.20000000e-3,-3.75880485e-6,0.00000000e0
11,1,1,0.96499045,0.05000000,0.00000000,0.00000000,5.95041322e-3,-3.48480000e-6,0.00000000e0
12,1,1,0.83640993,0.04976690,0.00000000,0.00000000,5.00000000e-3,-3.20936206e-6,0.00000000e0
13,1,1,0.87842139,0.04883450,0.00000000,0.00000000,4.26035503e-3,-3.01905107e-6,0.00000000e0
14,1,1,0.86187142,0.04743590,0.00000000,0.00000000,3.67346939e-3,-2.88606023e-6,0.00000000e0
15,1,1,1.17568428,0.04889277,0.00000000,0.00000000,3.20000000e-3,-2.61339232e-6,0.00000000e0
16,1,1,0.74156588,0.05145688,0.00000000,0.00000000,2.81250000e-3,-2.32796874e-6,0.00000000e0
17,1,1,0.77466582,0.05116550,0.00000000,0.00000000,2.49134948e-3,-2.20350679e-6,0.00000000e0
18,1,1,0.82495226,0.05116550,0.00000000,0.00000000,2.22222222e-3,-2.08108975e-6,0.00000000e0
19,1,1,0.78548695,0.04825175,0.00000000,0.00000000,1.99445983e-3,-2.09061419e-6,0.00000000e0
20,1,1,0.89815404,0.04801865,0.00000000,0.00000000,1.80000000e-3,-1.99572466e-6,0.00000000e0
21,1,1,1.04837683,0.04778555,0.00000000,0.00000000,1.63265306e-3,-1.90996181e-6,0.00000000e0
22,1,1,1.15340547,0.04731935,0.00000000,0.00000000,1.48760331e-3,-1.84110739e-6,0.00000000e0
23,1,1,1.34436665,0.04755245,0.00000000,0.00000000,1.36105860e-3,-1.75242660e-6,0.00000000e0
